Entity,Label
chest pain,DISEASE
pain,DISEASE
pain,DISEASE
esophageal reflux RITONAVIR capsule mouth,DISEASE
atazanavir,CHEMICAL
TENOFOVIR,DISEASE
Aspirin,CHEMICAL
Docusate Sodium,CHEMICAL
Lamivudine,CHEMICAL
Hydromorphone,CHEMICAL
Ritonavir,CHEMICAL
Atazanavir Sulfate,CHEMICAL
Tenofovir Disoproxil Fumarate,CHEMICAL
Stavudine,CHEMICAL
Atorvastatin Calcium,CHEMICAL
Venlafaxine,CHEMICAL
Zantac,CHEMICAL
Metoprolol Tartrate,CHEMICAL
Acyclovir,CHEMICAL
Lasix,CHEMICAL
Proscar,CHEMICAL
Glargine,CHEMICAL
Lispro,CHEMICAL
glucose,CHEMICAL
Disposition,CHEMICAL
Coronary Artery Disease Coronary Artery Bypass Graft viral load,DISEASE
diabetes mellitus Hypertension,DISEASE
Hypercholesterolemia Lightheadedness,DISEASE
herpes Lipodystrophy Varicose veins Erectile dysfunction Diverticulae sigmoid descending colon Left ankle subacute,DISEASE
venous stasis ulcer Left tibia fracture,DISEASE
vitreous detachment,DISEASE
fracture,DISEASE
right hemifacial paralysis,DISEASE
postoperative delirium,DISEASE
hygromas,DISEASE
lower extremity weakness,DISEASE
palsy,DISEASE
paralysis,DISEASE
hygroma,DISEASE
sinus tachycardia,DISEASE
Lopressor,CHEMICAL
right ptosis,DISEASE
paralysis,DISEASE
stroke,DISEASE
hygromas,DISEASE
improving neurologic status,DISEASE
Metoprolol Heparin,CHEMICAL
Tylenol,CHEMICAL
coronary artery disease myocardial infarction,DISEASE
carotid stenosis,DISEASE
palsy hemifacial paralysis,DISEASE
delirium tremens,DISEASE
hygromas,DISEASE
hygromas,DISEASE
confusion,DISEASE
Coronary artery disease myocardial infarction,DISEASE
carotid stenosis Peptic ulcer disease,DISEASE
Hypertension,DISEASE
palsy hemifacial paralysis,DISEASE
drug allergies,DISEASE
Extraocular movements,DISEASE
upper extremity hemiparesis moves right purposely spontaneously continues have right facial droop,DISEASE
Allergies Adverse Drug Reactions,DISEASE
Cholangitis,DISEASE
cholangitis,DISEASE
intermittent biliary colic,DISEASE
pain,DISEASE
delirious,DISEASE
fever,DISEASE
gallstones,DISEASE
Vancomycin Zosyn,CHEMICAL
Unasyn,CHEMICAL
Unasyn cefepime gentamycin,CHEMICAL
acute renal failure,DISEASE
upper extremity swelling,DISEASE
abdominal pain nausea,DISEASE
Systems Pain,DISEASE
floor pain,DISEASE
cough chest pain,DISEASE
arthralgias,DISEASE
swelling,DISEASE
cholangitis,DISEASE
lung cancer,DISEASE
bradycardia,DISEASE
hypertension,DISEASE
diabetes,DISEASE
chronic back pain,DISEASE
smoke,CHEMICAL
stroke,DISEASE
type cancer,DISEASE
hearing Oropharynx clear lesions Neck Supple Chest Normal respirations,DISEASE
ankle edema Skin small,DISEASE
blisters left hand Left upper slightly swollen Neuro Alert oriented Good fund knowledge Able discuss current events memory,DISEASE
swelling,DISEASE
edema,DISEASE
Glucose,CHEMICAL
Glucose,CHEMICAL
partial obstruction seen biliary tree,DISEASE
cholangitis,DISEASE
Cholangitis,DISEASE
cipro,CHEMICAL
blood Bacteremia,DISEASE
cefepime gentamicin,CHEMICAL
ciprofloxacin,CHEMICAL
Acute renal failure,DISEASE
creatinine,CHEMICAL
upper extremity swelling,DISEASE
nystatin oral Type Diabetes,CHEMICAL
Metformin,CHEMICAL
Hypertension,DISEASE
carvedilol,CHEMICAL
Lasix,CHEMICAL
lumbar back pain,DISEASE
Oxycontin,CHEMICAL
renal failure illness,DISEASE
oxycodone,CHEMICAL
Coagulopathy,DISEASE
Carvedilol,CHEMICAL
Furosemide,CHEMICAL
Lisinopril,CHEMICAL
Percocet Metoclopromide Levemir,CHEMICAL
Metformin Simvastatin,CHEMICAL
carvedilol,CHEMICAL
oxycodone,CHEMICAL
Percocet,CHEMICAL
pain lisinopril,DISEASE
metoclopramide,CHEMICAL
Levemir,CHEMICAL
metformin,CHEMICAL
ciprofloxacin,CHEMICAL
nystatin diphenhydramin,CHEMICAL
mouth pain,DISEASE
furosemide,CHEMICAL
simvastatin,CHEMICAL
Disposition,CHEMICAL
Cholangitis Bacteremia,DISEASE
Acute renal failure Coagulopathy Thrombocytopenia swelling,DISEASE
Hypertension,DISEASE
pain,DISEASE
cholangitis,DISEASE
Allergies Adverse Drug Reactions,DISEASE
colangitis,DISEASE
bacteremia,DISEASE
sepsis SIRS,DISEASE
Disposition,CHEMICAL
dementia,DISEASE
cardiac arrest,DISEASE
atropine,CHEMICAL
arrest,DISEASE
atropine,CHEMICAL
pneumothorax,DISEASE
heparin,CHEMICAL
flagyl,CHEMICAL
seizure,DISEASE
ativan,CHEMICAL
dopa,CHEMICAL
heparin,CHEMICAL
Dementia hyperlipdiemia,DISEASE
myclonic jerks left right,DISEASE
edema,DISEASE
hematuria,DISEASE
edema,DISEASE
pain,DISEASE
myclonic jerks,DISEASE
Glucose,CHEMICAL
Calcium,CHEMICAL
PEEP,CHEMICAL
Glucose Lactate,CHEMICAL
Lactate,CHEMICAL
Lactate,CHEMICAL
Lactate,CHEMICAL
pneumothorax,DISEASE
lucency,DISEASE
pneumothorax,DISEASE
atelectasis,DISEASE
dementia,DISEASE
arrest,DISEASE
pneumothorax,DISEASE
myoclonic jerks Hypotension,DISEASE
Cardiac arrest,DISEASE
arrest,DISEASE
hypotension,DISEASE
Levophed Dopamine,CHEMICAL
ischemia,DISEASE
cardiac ischemic injury,DISEASE
coagulopathy,DISEASE
acidosis,DISEASE
Pulmonary embolism,DISEASE
cardiac arrest,DISEASE
heparin,CHEMICAL
heparin,CHEMICAL
status myoclonic jerks,DISEASE
hypoperfusion,DISEASE
lactate,CHEMICAL
metabolic acidosis,DISEASE
depakote,CHEMICAL
anoxic,DISEASE
metabolic abnormalities,DISEASE
Acidosis,DISEASE
acidosis,DISEASE
pneumothorax small reguire,DISEASE
Coagulopathy,DISEASE
shock,DISEASE
Coags bleeding,DISEASE
Hypertension,DISEASE
lasix atenolol nifedipine lisinopril Dementia,CHEMICAL
nifedipine lasix,CHEMICAL
Divalproex sprinkle,CHEMICAL
lisinopril milk,CHEMICAL
trazadone,CHEMICAL
Disposition,CHEMICAL
fracture dislocation,DISEASE
cord injury,DISEASE
trauma,DISEASE
neck pain,DISEASE
paralysis,DISEASE
vascular injuries,DISEASE
arterial injury,DISEASE
anterior subluxation,DISEASE
traumatic subluxation,DISEASE
cord edema,DISEASE
intramedullary hematoma,DISEASE
cord compression,DISEASE
congenital narrowing diameter bony spinal canal Uncovertebral,DISEASE
stenosis,DISEASE
cord compression,DISEASE
congenital narrowing diameter bony spinal canal cord sharply angulated over grade anterior subluxation,DISEASE
fracture,DISEASE
subluxation,DISEASE
hematoma,DISEASE
edema,DISEASE
trauma,DISEASE
edema,DISEASE
ligamentous injury,DISEASE
swelling,DISEASE
traumatic subluxation,DISEASE
edema hematoma,DISEASE
traumatic subluxation,DISEASE
anterior wedge compression,DISEASE
ligamentous injury,DISEASE
fracture,DISEASE
fractures,DISEASE
fracture,DISEASE
fractures,DISEASE
trauma,DISEASE
lower extremities Blood,DISEASE
loss consciousness,DISEASE
pain,DISEASE
cord compression,DISEASE
cervical dural tear,DISEASE
Acetaminophen,CHEMICAL
fever Bisacodyl,DISEASE
constipation,DISEASE
Oxycodone,CHEMICAL
pain,DISEASE
Oxycodone,CHEMICAL
pain,DISEASE
Heparin,CHEMICAL
Diphenhydramine,CHEMICAL
Ondansetron,CHEMICAL
nausea,DISEASE
Docusate Sodium,CHEMICAL
Acetaminophen,CHEMICAL
fever Bisacodyl,DISEASE
Cyclobenzaprine,CHEMICAL
Lorazepam,CHEMICAL
Disposition,CHEMICAL
cord injury,DISEASE
Obesity,DISEASE
redness,DISEASE
fever,DISEASE
pain,DISEASE
thrombosis,DISEASE
DMII histoplasmosis,CHEMICAL
thrombosis,DISEASE
chest pain,DISEASE
thoracic surgeon incisional pain,DISEASE
pain,DISEASE
swelling,DISEASE
thrombus,DISEASE
glyburide,CHEMICAL
hyperlipidemia,DISEASE
bleeding,DISEASE
histoplasmosis,DISEASE
granuloma,DISEASE
tachy Lungs bilat soft NABS,DISEASE
edema,DISEASE
Skin rashes lesions left portacath,DISEASE
thrombus,DISEASE
thrombus,DISEASE
DMII histoplasmosis,CHEMICAL
thrombosis,DISEASE
thrombosis,DISEASE
chest shoulder pain,DISEASE
thrombus,DISEASE
thrombus,DISEASE
vena cava hypercoagulable,DISEASE
lovenox,CHEMICAL
Xeloda,CHEMICAL
thrombosis,DISEASE
DMII,CHEMICAL
glyburide,CHEMICAL
glyburide,CHEMICAL
Diarrhea,DISEASE
Glyburide Prilosec,CHEMICAL
oxycodone,CHEMICAL
Glyburide,CHEMICAL
Oxycodone,CHEMICAL
pain Itraconazole,DISEASE
Lorazepam,CHEMICAL
Disposition,CHEMICAL
Vein Thrombosis,DISEASE
vein Rectal cancer Histoplasmosis Diabetes Mellitus,DISEASE
shortness breath,DISEASE
chest pain,DISEASE
chills,DISEASE
upper extremity weakness,DISEASE
upper extremity weakness Past Medical History cath occluded treated medically pacemaker,DISEASE
Hypercholesterolemia,DISEASE
trauma,DISEASE
pain,DISEASE
upper extremity weakness cord contusion,DISEASE
swelling,DISEASE
fracture,DISEASE
stenosis,DISEASE
contusion hematoma,DISEASE
swelling,DISEASE
fracture,DISEASE
stenosis,DISEASE
ankylosing,DISEASE
ligamentous injury,DISEASE
cord contusion,DISEASE
osteopenia,DISEASE
pleural effusion,DISEASE
trauma,DISEASE
Cord Syndrome Steroid,DISEASE
urinary retention,DISEASE
knee pain,DISEASE
Lopressor,CHEMICAL
haldol,CHEMICAL
Haldol,CHEMICAL
Plavix Atenolol,CHEMICAL
Albuterol Sulfate,CHEMICAL
shortness breath,DISEASE
Bisacodyl,CHEMICAL
Heparin,CHEMICAL
Oxycodone Acetaminophen,CHEMICAL
pain,DISEASE
Atenolol,CHEMICAL
Aspirin,CHEMICAL
Atorvastatin,CHEMICAL
Docusate Sodium,CHEMICAL
Lansoprazole Susp,CHEMICAL
Stenosis,DISEASE
Cord Syndrome,DISEASE
Trauma,DISEASE
Trauma,DISEASE
magnesium,CHEMICAL
betamethasone,CHEMICAL
magnesium,CHEMICAL
Magnesium,CHEMICAL
fever rupture,DISEASE
Clindamycin,CHEMICAL
prematurity,DISEASE
oxygen,CHEMICAL
breast milk,DISEASE
breast milk Neosure cals ounce discharge weight grams GASTROINTESTINAL Baby Girl Known lastname,DISEASE
bilirubin,CHEMICAL
ampicillin gentamicin,CHEMICAL
ampicillin gentamicin,CHEMICAL
hydronephrosis,DISEASE
pyelectasis right kidney,DISEASE
Prematurity,DISEASE
sepsis,DISEASE
Mitral valve prolapse,DISEASE
drug allergies,DISEASE
ethanol,CHEMICAL
acute distress Pulmonary Clear auscultation bilaterally systolic ejection murmur Breasts masses Abdomen Soft nontender nondistended Pelvic exam Normal external genitalia Good vaginal,DISEASE
tenderness,DISEASE
uterine perforation,DISEASE
uterine perforation,DISEASE
consumptive coagulopathy,DISEASE
bleeding,DISEASE
morphine,CHEMICAL
pain,DISEASE
propofol,CHEMICAL
Dilaudid pain,CHEMICAL
Percocet Motrin,CHEMICAL
Percocet Motrin,CHEMICAL
wheezing,DISEASE
albuterol,CHEMICAL
solids,CHEMICAL
Protonix,CHEMICAL
pain,DISEASE
Protonix,CHEMICAL
Cytotec rectum uterine atony,CHEMICAL
Methergine,CHEMICAL
bleeding,DISEASE
ampicillin gentamicin clindamycin,CHEMICAL
left thigh pain swelling,DISEASE
vein thrombosis,DISEASE
Protonix,CHEMICAL
Percocet Motrin Colace,CHEMICAL
aphasia,DISEASE
seizure,DISEASE
hypoxic respiratory distress,DISEASE
aphasia,DISEASE
seizures,DISEASE
status epilepticus,DISEASE
dilantin,CHEMICAL
dilantin,CHEMICAL
valium,CHEMICAL
Keppra Dilantin Klonopin,CHEMICAL
seizures,DISEASE
Ativan,CHEMICAL
NSTEMI,DISEASE
NSTEMI,DISEASE
ischemia,DISEASE
hypotension,DISEASE
heparin,CHEMICAL
leukocytosis,DISEASE
Vancomycin,CHEMICAL
solumedrol wheezing,CHEMICAL
tachypneic,DISEASE
lasix ipratroprium,CHEMICAL
hypoxia,DISEASE
oxygen,CHEMICAL
oxygen,CHEMICAL
seizure encephalitis,DISEASE
Hyperlipidemia NSTEMI,DISEASE
EtOH,CHEMICAL
Pulm expiratory wheezes,DISEASE
babinski,DISEASE
Glucose,CHEMICAL
Glucose,CHEMICAL
Calcium,CHEMICAL
Ethanol Acetmnp,CHEMICAL
interstitial opacities,DISEASE
pulmonary edema,DISEASE
infection,DISEASE
atelectasis,DISEASE
pleural effusion,DISEASE
pneumonia,DISEASE
cardiomegaly,DISEASE
heart pericardial effusion Azygos distention,DISEASE
pulmonary edema,DISEASE
atelectasis pneumonia,DISEASE
pneumothorax,DISEASE
right basilar atelectasis,DISEASE
pleural effusions,DISEASE
left ventricular systolic dysfunction,DISEASE
multivessel coronary artery disease stress cardiomyopathy,DISEASE
left ventricular systolic dysfunction,DISEASE
pulmonary hypertension,DISEASE
seizure disorder,DISEASE
infection,DISEASE
EtOH,CHEMICAL
status epilepticus,DISEASE
NSTEMI,DISEASE
depressed,DISEASE
pneumonia,DISEASE
Vancomycin,CHEMICAL
respiratory distress volume overload from,DISEASE
depressed,DISEASE
status epilepticus,DISEASE
dilantin,CHEMICAL
seizures,DISEASE
dilantin,CHEMICAL
meningitis,DISEASE
nuchal rigidity,DISEASE
alcohol,CHEMICAL
EtOH,CHEMICAL
EtOH,CHEMICAL
encephalomalacia,DISEASE
haldol,CHEMICAL
seizure,DISEASE
keppra dilantin,CHEMICAL
dilantin,CHEMICAL
Ativan seizures,CHEMICAL
seizure,DISEASE
pneumonia,DISEASE
hypoxia,DISEASE
hypoxic respiratory distress,DISEASE
lasix,CHEMICAL
lasix,CHEMICAL
albuterol,CHEMICAL
pneumonia,DISEASE
seizures,DISEASE
Vancomycin,CHEMICAL
NSTEMI,DISEASE
NSTEMI,DISEASE
ischemia hypotensive,DISEASE
neosynephrine,CHEMICAL
Takatsubo stress cardiomyopathy,DISEASE
statin,CHEMICAL
pulmonary edema,DISEASE
myocardial insult,DISEASE
Rhythm arrythmias,DISEASE
EtOH,CHEMICAL
thiamine folate,CHEMICAL
Simvastatin,CHEMICAL
Aspirin,CHEMICAL
Thiamine,CHEMICAL
Folic Acid,CHEMICAL
Levetiracetam,CHEMICAL
Phenytoin Sodium,CHEMICAL
Clonazepam,CHEMICAL
Furosemide,CHEMICAL
Multivitamin,CHEMICAL
Metoprolol Tartrate,CHEMICAL
Lisinopril,CHEMICAL
Albuterol,CHEMICAL
shortness breath,DISEASE
Amlodipine,CHEMICAL
Disposition,CHEMICAL
Myocardial Infarction,DISEASE
Pneumonia Acute Systolic Congestive Heart Failure,DISEASE
seizures status epilepticus,DISEASE
heart pneumonia,DISEASE
volume overload difficulty,DISEASE
oxygen,CHEMICAL
lasix mouth,CHEMICAL
seizure,DISEASE
Dilantin mouth,DISEASE
Klonopin mouth,CHEMICAL
Keppra mouth,CHEMICAL
atenolol,CHEMICAL
metoprolol,CHEMICAL
Lisinopril mouth,DISEASE
weight gain,DISEASE
shortness breath,DISEASE
chest pain,DISEASE
swelling,DISEASE
legs weight gain,DISEASE
Aspirin,CHEMICAL
dyspnea,DISEASE
trached,CHEMICAL
gastric cardiac tumor,DISEASE
dyspnea tachycardia,DISEASE
leukocytosis,DISEASE
Lactate,CHEMICAL
effusions retrocardiac opacity,DISEASE
pulm artery right lung collapse,CHEMICAL
diltiazem levofloxacin,CHEMICAL
heparin,CHEMICAL
PIVs,DISEASE
Denies pain,DISEASE
chest pain,DISEASE
esophageal cardia,DISEASE
herpes zoster,DISEASE
hepatitis,DISEASE
obesity hypercholesterolemia,DISEASE
tenderness,DISEASE
organomegaly,DISEASE
clubbing cyanosis edema,DISEASE
nodding,DISEASE
Glucose,CHEMICAL
Calcium,CHEMICAL
Lactate,CHEMICAL
Lactate,CHEMICAL
Glucose,CHEMICAL
Calcium,CHEMICAL
Lactate,CHEMICAL
pleural effusions retrocardiac opacity,DISEASE
atelectasis pneumonia,DISEASE
thrombus,DISEASE
embolism,DISEASE
Atherosclerotic calcifications,DISEASE
pericardial effusion,DISEASE
enlargement,DISEASE
pleural effusion,DISEASE
thoracolumbar,DISEASE
infection,DISEASE
opacification lower lobe bronchi,DISEASE
pleural effusion left atrium normal size,DISEASE
ventricular hypertrophy,DISEASE
aortic valve stenosis aortic regurgitation,DISEASE
mitral valve leaflets mildly thickened Trivial mitral regurgitation,DISEASE
mitral regurgitation,DISEASE
pericardial effusion,DISEASE
right ventricular systolic dysfunction,DISEASE
left ventricular systolic function,DISEASE
valvular disease,DISEASE
pericardial effusion,DISEASE
LENI,CHEMICAL
vein thrombosis,DISEASE
pleural fluid atelectasis,DISEASE
pneumonia,DISEASE
Opacification right base medially,DISEASE
acute respiratory distress,DISEASE
pneumonia,DISEASE
atrial fibrillation,DISEASE
heparin,CHEMICAL
lovenox,CHEMICAL
lovenox,CHEMICAL
lower extremities Pneumonia,DISEASE
Vancomycin levofloxacin,CHEMICAL
lactate,CHEMICAL
intermittent afib aflutter mostly sinus,DISEASE
diltiazem,CHEMICAL
digoxin,CHEMICAL
Abdominal pain,DISEASE
tenderness,DISEASE
Urinary tract infection,DISEASE
pneumonia,DISEASE
infection,DISEASE
metformin,CHEMICAL
metformin,CHEMICAL
zofran spironolactone,CHEMICAL
ambine,CHEMICAL
tramadol pain,CHEMICAL
lidocaine,CHEMICAL
losartan,CHEMICAL
metformin metoprolol tartrate,CHEMICAL
amlodipine,CHEMICAL
digoxine,CHEMICAL
duloxetine lovenox,CHEMICAL
fentanyl,CHEMICAL
ferrous sulfate lasix,CHEMICAL
hydralazine,CHEMICAL
Sodium,CHEMICAL
Miconazole Nitrate,CHEMICAL
Chlorhexidine Gluconate,CHEMICAL
Acetaminophen,CHEMICAL
Albuterol,CHEMICAL
Ipratropium Bromide,CHEMICAL
Digoxin,CHEMICAL
Levofloxacin,CHEMICAL
Duloxetine,CHEMICAL
Warfarin,CHEMICAL
Famotidine,CHEMICAL
Enoxaparin,CHEMICAL
Mirtazapine,CHEMICAL
Ondansetron,CHEMICAL
Vancomycin,CHEMICAL
Vancomycin,CHEMICAL
Lispro,CHEMICAL
Primary Pulmonary embolism Pnuemonia Sendary Chronic vent dependence,DISEASE
Afebrile,DISEASE
acute respiratory distress,DISEASE
pneumonia,DISEASE
pulmonary embolism,DISEASE
Lovenox,CHEMICAL
coumadin,CHEMICAL
lovenox,CHEMICAL
coumadin,CHEMICAL
Vancomycin Levofloxacin,CHEMICAL
breathing chest pain,DISEASE
Ceftriaxone,CHEMICAL
Fever,DISEASE
fever erythema,DISEASE
fever,DISEASE
ceftriaxone,CHEMICAL
vancomycin,CHEMICAL
confusion,DISEASE
volume overload,DISEASE
lasix,CHEMICAL
tylenol,CHEMICAL
cellulitis,DISEASE
Coronary artery disease,DISEASE
NSTEMI,DISEASE
vancomycin,CHEMICAL
frontal Mitral Regurgitation mitral valve repair Aortic Insufficiency right frontal infarction Atrial fibrillation flutter,DISEASE
alcohol,CHEMICAL
PEEP,CHEMICAL
CTAB,CHEMICAL
wheeze,CHEMICAL
cough,DISEASE
Chest Erythema,DISEASE
purulent,DISEASE
tenderness,DISEASE
organomegaly,DISEASE
erythema,DISEASE
tenderness,DISEASE
edema,DISEASE
Glucose,CHEMICAL
Glucose,CHEMICAL
SULBACTAM,CHEMICAL
TAZO,CHEMICAL
Mitral aortic valve replacement Left moderate sized,DISEASE
pleural effusion bibasal atelectasis Gynecomastia,DISEASE
pleural effusion right lower lobe opacity,DISEASE
atelectasis,DISEASE
left retrocardiac atelectasis,DISEASE
infection,DISEASE
fever,DISEASE
pneumonia cellulitis,DISEASE
mediastinitis Fever,DISEASE
Pseudomonal pneumonia,DISEASE
mediastinitis,DISEASE
cellulitis,DISEASE
infection,DISEASE
pneumonia,DISEASE
ceftriaxone allergic reaction,CHEMICAL
allergy,DISEASE
tobramycin,CHEMICAL
tobra,CHEMICAL
tobra,CHEMICAL
chest pain,DISEASE
amiodarone coumadin statin aspirin,CHEMICAL
statin aspirin coumadin,CHEMICAL
GERD,DISEASE
ranitidine,CHEMICAL
Atorvastatin,CHEMICAL
Docusate Sodium Aspirin,CHEMICAL
Amiodarone,CHEMICAL
Lisinopril,CHEMICAL
Metoprolol Tartrate,CHEMICAL
insomnia Norvasc,DISEASE
Ranitidine Syrup,CHEMICAL
Albuterol Sulfate,CHEMICAL
shortness breath,DISEASE
Chlorhexidine Gluconate,CHEMICAL
Warfarin,CHEMICAL
Vanco Lasix,CHEMICAL
Tylenol,CHEMICAL
Trazodone Tylenol,CHEMICAL
Constipation Docusate Sodium,DISEASE
Aspirin,CHEMICAL
Amiodarone,CHEMICAL
Ranitidine Syrup,CHEMICAL
Albuterol Sulfate,CHEMICAL
dyspnea wheeze,DISEASE
Atorvastatin,CHEMICAL
Lisinopril,CHEMICAL
Acetaminophen,CHEMICAL
pain,DISEASE
Miconazole Nitrate,CHEMICAL
groin,DISEASE
dryness Metoprolol Tartrate,DISEASE
Citalopram,CHEMICAL
Acetylcysteine,CHEMICAL
Heparin,CHEMICAL
heparin,CHEMICAL
Heparin,CHEMICAL
Heparin,CHEMICAL
heparin,CHEMICAL
Heparin,CHEMICAL
Tobramycin Sulfate,CHEMICAL
Warfarin,CHEMICAL
Chlorhexidine Gluconate Mouthwash,CHEMICAL
Trazodone,CHEMICAL
Oxycodone Acetaminophen,CHEMICAL
pain cramping,DISEASE
pneumonia,DISEASE
Coronary artery disease Atrial fibrillation coumadin cerebrovascular accident,DISEASE
fevers,DISEASE
pneumonia,DISEASE
tobramycin,CHEMICAL
Allergies Iodine Iodine,DISEASE
Hypertensive,DISEASE
anxiety,DISEASE
nitro heparin,CHEMICAL
chest pain,DISEASE
furosemide,CHEMICAL
morphine,CHEMICAL
nitroprusside,CHEMICAL
amlodipine procdure,CHEMICAL
chest pain,DISEASE
chest pain,DISEASE
shortness breath,DISEASE
Diabetes Mellitus Hypertension,DISEASE
angina Left breast lumpectomy,DISEASE
thyroid Nephrolithiasis,DISEASE
creatinine,CHEMICAL
rhonchi rales wheezes,DISEASE
tenderness,DISEASE
CREAT,CHEMICAL
hemorrhage edema,DISEASE
infarction,DISEASE
fractures,DISEASE
hyperostosis,DISEASE
intracranial hemorrhage,DISEASE
vessel obstructive coronary artery disease,DISEASE
tubular stenosis,DISEASE
stenosis,DISEASE
stenosis,DISEASE
hypertension,DISEASE
heart failure,DISEASE
coronary artery disease,DISEASE
heart failure,DISEASE
hypertension,DISEASE
vessel coronary artery disease,DISEASE
tubular stenosis,DISEASE
stenosis,DISEASE
hypertension,DISEASE
stenosis,DISEASE
stenosis,DISEASE
vessel coronary artery disease,DISEASE
hypertension,DISEASE
PTCA,CHEMICAL
ventricular hypertrophy left ventricular cavity,DISEASE
aortic stenosis,DISEASE
aortic regurgitation,DISEASE
mitral valve leaflets mildly thickened,DISEASE
mitral valve prolapse,DISEASE
mitral regurgitation,DISEASE
pulmonary artery systolic pressure,DISEASE
pericardial effusion,DISEASE
mitral regurgitation,DISEASE
hypertensive,DISEASE
anxiety agitation,DISEASE
